id;gender;masterCategory;subCategory;articleType;baseColour;season;year;usage;productDisplayName
24184;Unisex;Footwear;Shoes;Casual Shoes;Red;Summer;2014;Casual;Converse Unisex Contrast Oxford Red Casual Shoes
20716;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Smart Casual;Red Tape Men Brown Leather Casual Shoes
18545;Women;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Catwalk Women  Black Casual Shoe
22874;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2016;Casual;Woodland Men Black Casual Shoes
36448;Men;Footwear;Shoes;Casual Shoes;White;Spring;2013;Casual;Spinn Men Recurve White & Gold Shoes
47242;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Playboy Men Brown Check Canvas Shoes
2393;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men's Semi Casual Shoe
39269;Men;Footwear;Shoes;Casual Shoes;Beige;Winter;2018;Casual;Red Chief Men Beige Shoes
44433;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Gliders Men Black Shoes
39251;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Chief Men Black Shoes
18542;Women;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Catwalk Women  Black Casual Shoe
44434;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Gliders Men Brown Shoes
15898;Unisex;Footwear;Shoes;Casual Shoes;Blue;Winter;2013;Casual;Warner Bros Kids Blue Dance Casual Shoes
2394;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men's Casual Black Shoe
36484;Men;Footwear;Shoes;Casual Shoes;Grey;Spring;2013;Casual;Spinn Men Marley Grey Shoes
47245;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Playboy Men Brown Casual Shoes
47642;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2013;Casual;Carlton London Men Black Shoes
40458;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Winter;2018;Casual;Red Tape Men Navy Blue Shoes
23338;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Casual Black Shoes
45582;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Arrow Men Black Shoes
22828;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2016;Casual;Woodland Men Black Casual Shoes
40456;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
11831;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Playboy Men Casual Brown Casual Shoes
22821;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2016;Sports;Woodland Men Brown Trekking Shoes
22819;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2016;Casual;Woodland Men Brown Casual Shoes
47680;Men;Footwear;Shoes;Casual Shoes;Off White;Spring;2013;Casual;Carlton London Men Off White Casual Shoes
11836;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2013;Casual;Playboy Men Casual Blue Casual Shoes
47244;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2013;Casual;Playboy Men Blue Shoes
44435;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Gliders Men Black Shoes
33103;Women;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Catwalk Women Black Casual Shoes
36449;Men;Footwear;Shoes;Casual Shoes;White;Spring;2013;Casual;Spinn Men Recurve White Shoes
36476;Men;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Spinn Men Agile Black Shoes
39268;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Chief Men Black Casual Shoes
47243;Men;Footwear;Shoes;Casual Shoes;Red;Summer;2013;Casual;Playboy Men Red Casual Shoes
12617;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Casual Brown Casual Shoes
39261;Men;Footwear;Shoes;Casual Shoes;Khaki;Winter;2018;Casual;Red Chief Men Khaki Shoes
28313;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men Grey Shoes
34541;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Winter;2018;Casual;Red Tape Men Navy Blue Shoes
24185;Unisex;Footwear;Shoes;Casual Shoes;Black;Fall;2013;Casual;Converse Unisex Contrast Oxford Black Casual Shoes
59941;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Spring;2013;Casual;Vans Men Navy Blue Casual Shoes
14380;Women;Footwear;Shoes;Casual Shoes;White;Winter;2015;Casual;Catwalk Women Lifestyle White Casual Shoes
35655;Men;Footwear;Shoes;Casual Shoes;Beige;Spring;2013;Casual;U.S. Polo Assn. Men Beige Shoes
39266;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Chief Men Black Casual Shoes
2368;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Brown Casual Men's Shoe
20710;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Black Casual Shoes
39259;Men;Footwear;Shoes;Casual Shoes;Khaki;Winter;2018;Casual;Red Chief Men Khaki Shoes
26603;Men;Footwear;Shoes;Casual Shoes;Black;Fall;2013;Sports;Puma Men Fox Black Sports Shoes
35670;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Spring;2013;Casual;U.S. Polo Assn. Men Navy Blue Shoes
5706;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Camaro Black Shoe
44421;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Leather Black Shoes
35684;Men;Footwear;Shoes;Casual Shoes;White;Summer;2013;Casual;U.S. Polo Assn. Men Casual White Casual Shoes
22859;Men;Footwear;Shoes;Casual Shoes;Khaki;Summer;2016;Casual;Woodland Men Khaki Casual Shoes
34563;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Black Shoes
5701;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Flaunted Black Shoe
35677;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2014;Casual;U.S. Polo Assn. Men Brown Leather Casual Shoes
13187;Men;Footwear;Shoes;Casual Shoes;White;Summer;2013;Casual;Fila Men White Stradd Shoes
47633;Women;Footwear;Shoes;Casual Shoes;Magenta;Spring;2013;Casual;Carlton London Women Magenta Shoes
51756;Women;Footwear;Shoes;Casual Shoes;Blue;Winter;2015;Casual;Catwalk Women Blue Shoes
18550;Women;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Catwalk Women  Brown Casual Shoes
57497;Men;Footwear;Shoes;Casual Shoes;Tan;Summer;2013;Formal;Lee Cooper Men Tan Shoes
3606;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Converse Men Black Shoes
15883;Girls;Footwear;Shoes;Casual Shoes;Pink;Winter;2013;Casual;Warner Bros Kids Girls TJ Check Skate Pink Casual Shoes
39275;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Chief Men Brown Leather Shoes
3639;Men;Footwear;Shoes;Casual Shoes;White;Winter;2015;Casual;Fila Men's Universe HI White Shoe
7403;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Slip-On Brown Shoes
25420;Men;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Nike Men Lite Force Black & White Shoes
2388;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Casual Shoe
15870;Unisex;Footwear;Shoes;Casual Shoes;Blue;Spring;2013;Casual;Warner Bros Kids Unisex TJ Notebook Canvas Blue Casual Shoes
18561;Women;Footwear;Shoes;Casual Shoes;Blue;Winter;2015;Casual;Catwalk Women  Blue Casual Shoe
39272;Men;Footwear;Shoes;Casual Shoes;Olive;Winter;2018;Casual;Red Chief Men Olive Shoes
15884;Unisex;Footwear;Shoes;Casual Shoes;Brown;Winter;2013;Casual;Warner Bros Kids Unisex TJ Chase Casual Brown Casual Shoes
39616;Women;Footwear;Shoes;Casual Shoes;Yellow;Winter;2015;Casual;Catwalk Women Yellow Shoes
59939;Men;Footwear;Shoes;Casual Shoes;Blue;Spring;2013;Casual;Vans Men Blue Casual Shoes
33511;Women;Footwear;Shoes;Casual Shoes;Teal;Summer;2016;Casual;Cobblerz Women Teal Green Boots
58818;Women;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Skechers Women Black Casual Shoes
56723;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2014;Casual;Converse Men Blue CT Boat Pipe Ox Casual Shoes
47235;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Playboy Men Black Casual Shoes
51350;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Summer;2014;Casual;Converse Men Navy Casual Shoes
8247;Unisex;Footwear;Shoes;Casual Shoes;Black;Fall;2013;Casual;Converse Unisex Mono Black Canvas
11825;Men;Footwear;Shoes;Casual Shoes;Green;Summer;2013;Casual;Playboy Men Casual Green Casual Shoes
23913;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Fila Men Cicadeo Black Casual Shoes
4441;Unisex;Footwear;Shoes;Casual Shoes;White;Fall;2013;Casual;Converse Unisex Canvas Hi White Shoe
22832;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2016;Casual;Woodland Men Brown Shoes
58816;Women;Footwear;Shoes;Casual Shoes;Purple;Spring;2013;Casual;Skechers Women Purple Casual Shoes
36431;Men;Footwear;Shoes;Casual Shoes;Beige;Spring;2013;Casual;Spinn Men Castro Beige Shoes
39273;Men;Footwear;Shoes;Casual Shoes;Khaki;Winter;2018;Casual;Red Chief Men Khaki Shoes
11841;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Playboy Men Casual Brown Casual Shoes
2389;Men;Footwear;Shoes;Casual Shoes;White;Winter;2018;Casual;Red Tape Men Casual White Shoe
35678;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;U.S. Polo Assn. Men Brown Shoes
44411;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
7405;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Grey Casual Shoes
39280;Men;Footwear;Shoes;Casual Shoes;Tan;Summer;2018;Casual;Red Chief Men Tan Casual Shoes
39274;Men;Footwear;Shoes;Casual Shoes;Tan;Winter;2018;Casual;Red Chief Men Tan Shoes
15882;Unisex;Footwear;Shoes;Casual Shoes;Black;Winter;2013;Casual;Warner Bros Kids Unisex TJ Check Skate Black Casual Shoes
39289;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Chief Men Black Shoes
2387;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Casual Black Shoe
47632;Women;Footwear;Shoes;Casual Shoes;Red;Spring;2013;Casual;Carlton London Women Red Shoes
33111;Women;Footwear;Shoes;Casual Shoes;Yellow;Winter;2015;Casual;Catwalk Women Yellow Casual Shoes
5700;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Casual Black Taupe Shoe
44418;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
5707;Men;Footwear;Shoes;Casual Shoes;Green;Winter;2015;Casual;Skechers Men's Shaver-Towing Charcoal Shoe
44420;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Leather Shoes
35685;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Summer;2013;Casual;U.S. Polo Assn. Men Navy Blue Shoes
36464;Men;Footwear;Shoes;Casual Shoes;White;Spring;2013;Casual;Spinn Men Viking White Shoes
2374;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Semi Casual Men's Shoe
22858;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2016;Casual;Woodland Men Camel Casual Shoes
2380;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Black Men Semi Casual Shoe
6344;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2014;Casual;Converse Men Black CT Lace Color Hi Canvas Shoes
35671;Men;Footwear;Shoes;Casual Shoes;Blue;Spring;2013;Casual;U.S. Polo Assn. Men Blue Boat Shoes
39245;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Chief Men Brown Shoes
22833;Men;Footwear;Shoes;Casual Shoes;Olive;Summer;2016;Casual;Woodland Men Olive Green Casual Shoes
11823;Men;Footwear;Shoes;Casual Shoes;Green;Summer;2013;Casual;Playboy Men Casual Green Casual Shoes
50279;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Summer;2013;Casual;Arrow Men Navy Blue Shoes
58817;Women;Footwear;Shoes;Casual Shoes;Beige;Spring;2013;Casual;Skechers Women Beige Casual Shoes
34531;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Black Shoes
3808;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Spring;2014;Casual;Converse Men Navy Chuck Taylor All Star Canvas Shoes
6317;Women;Footwear;Shoes;Casual Shoes;Pink;Winter;2015;Casual;Catwalk Pink Slip-On Shoe
36437;Men;Footwear;Shoes;Casual Shoes;White;Spring;2013;Casual;Spinn Men Crome White Shoes
11815;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Playboy Men Casual Black Casual Shoes
59938;Men;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Vans Men Black Casual Shoes
33510;Women;Footwear;Shoes;Casual Shoes;Beige;Summer;2016;Casual;Cobblerz Women Beige Boots
17055;Men;Footwear;Shoes;Casual Shoes;Grey;Summer;2013;Casual;Gas Men Count Casual Shoe
15366;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men Grey Shoes
39990;Men;Footwear;Shoes;Casual Shoes;White;Summer;2013;Casual;Gas Men Skate White Shoes
45624;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Black Shoes
39964;Men;Footwear;Shoes;Casual Shoes;Brown;Spring;2013;Casual;GAS Men Brown Brixton Casual Shoes
12518;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Casual Brown Casual Shoes
45623;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
10613;Women;Footwear;Shoes;Casual Shoes;White;Spring;2013;Casual;Carlton London Women Casual White Casual Shoes
9815;Men;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Converse Men As Sketch Hi Black Casual Shoes
12520;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Black Shoes
26527;Men;Footwear;Shoes;Casual Shoes;Red;Spring;2013;Casual;Gas Men Freetime Red Casual Shoes
31552;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2016;Casual;Woodland Men Black Casual Shoes
15368;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Casual Brown Casual Shoes
12511;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Casual Brown Casual Shoes
50750;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2018;Casual;Red Chief Men Brown Shoes
26529;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Gas Men Aishley Brown Casual Shoes
39595;Women;Footwear;Shoes;Casual Shoes;Blue;Winter;2015;Casual;Catwalk Women Blue Shoes
3549;Men;Footwear;Shoes;Casual Shoes;White;Winter;2015;Casual;Skechers Men's Off White Lifestyle Shoe
20814;Men;Footwear;Shoes;Casual Shoes;White;Winter;2018;Casual;Redtape Men Sporty Look White Casual Shoe
39939;Men;Footwear;Shoes;Casual Shoes;White;Spring;2013;Casual;Gas Men Venetian White Shoes
5681;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Skechers Men's Compelling Dexterity Fudge Brown Shoe
17037;Men;Footwear;Shoes;Casual Shoes;Grey;Summer;2013;Casual;GAS Men Grey & Brown Caddy Sneakers
6494;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Leather Shoe
20813;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Casual Brown Shoes
24649;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Converse Men's As Canvas Hi Black Denim Shoes
17659;Women;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Catwalk Women Ballerina Brown Casual Shoe
3585;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Converse Men's All Star Canvas Ox Black Shoe
5686;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men Regions Black Shoe
39306;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Chief Men Black Casual Shoes
20825;Men;Footwear;Shoes;Casual Shoes;White;Winter;2018;Casual;Red Tape Men Casual White Shoes
19365;Men;Footwear;Shoes;Casual Shoes;Tan;Winter;2018;Casual;Redtape Men Calcullas Tan Casual Shoes
17039;Men;Footwear;Shoes;Casual Shoes;White;Summer;2013;Casual;Gas Men Skate 001 Casual Shoe
7321;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men's Brown Shoe
3547;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Lifestyle Black Shoe
4134;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Winter;2015;Casual;Skechers Men's Sparta Navy Black Shoe
5688;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Skechers Men Torino Dark Brown Shoe
15903;Unisex;Footwear;Shoes;Casual Shoes;White;Winter;2013;Casual;Warner Bros Kids Unisex TJ Stud Sandal White Casual Shoes
39301;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Chief Men Brown Shoes
4133;Men;Footwear;Shoes;Casual Shoes;White;Winter;2015;Casual;Skechers Men's Sparta White Shoe
50751;Men;Footwear;Shoes;Casual Shoes;Mushroom Brown;Winter;2018;Casual;Red Chief Men Mushroom Brown Shoes
23091;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Converse Men Oxford Black Casual Shoes
31554;Men;Footwear;Shoes;Casual Shoes;Khaki;Summer;2016;Casual;Woodland Men Khaki Casual Shoes
32741;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Fila Men Calve Brown Casual Shoes
35564;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Arrow Men Black Shoes
12510;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men Casual Grey Casual Shoes
24072;Women;Footwear;Shoes;Casual Shoes;Grey;Winter;2015;Casual;Catwalk Women Grey Casual Shoes
31553;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2016;Casual;Woodland Men Brown Casual Shoes
24081;Women;Footwear;Shoes;Casual Shoes;Red;Winter;2015;Casual;Catwalk Women Red Casual Shoes
26526;Men;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Gas Men Freetime Black Casual Shoes
7374;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men's Stone Casual Shoe
39965;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Spring;2013;Casual;GAS Men Navy Blue Brixton Casual Shoes
45625;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
39991;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Gas Men Romance Brown Shoes
15358;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Casual Brown Casual Shoes
24249;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Numero Uno Men Black Casual Shoes
12519;Men;Footwear;Shoes;Casual Shoes;Beige;Winter;2018;Casual;Red Tape Men Beige Shoes
39300;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Chief Men Brown Shoes
17669;Women;Footwear;Shoes;Casual Shoes;Blue;Winter;2015;Casual;Catwalk Women Closed Blue Casual Shoe
5689;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Liquid Roggers Black Shoe
7327;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men's Casual Black Shoe
6201;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men Black Shoes
17038;Men;Footwear;Shoes;Casual Shoes;White;Summer;2013;Casual;Gas Men Draw Casual Shoe
39307;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Chief Men Black Shoes
19364;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Redtape Men Calcullas Black Casual Shoes
3546;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Black Lifestyle Shoe
4135;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Sparta Black Brown Shoe
39593;Women;Footwear;Shoes;Casual Shoes;White;Winter;2015;Casual;Catwalk Women White Shoes
57518;Men;Footwear;Shoes;Casual Shoes;Tan;Summer;2013;Smart Casual;Provogue Men Tan Brown Leather Casual Shoes
34081;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2016;Casual;Clarks Men Brown Nature Three Mahogany Leather Casual Shoes
17667;Women;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Catwalk Women Buckel Black Casual Shoe
5687;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Skechers Men's Traffics Brown Shoe
5673;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Icurbantrack Solver Black Shoe
20815;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men Casual Grey Shoes
6495;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men's Casual Black Grey Shoe
5674;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Skechers Men's Icurbantrack Solver Dark Grey Shoe
39309;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Chief Men Brown Shoes
5680;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Compelling Desterity Black Shoe
47110;Boys;Footwear;Shoes;Casual Shoes;Blue;Spring;2013;Casual;Marvel Boys Blue & Red Spiderman Shoes
17660;Women;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Catwalk Women Ballerina Brown Casual Shoe
17036;Men;Footwear;Shoes;Casual Shoes;White;Summer;2013;Casual;Gas Men Caddy Casual Shoe
